season,home_team,away_team,goals_h,goals_a,stadium,link,match_week,match_date,month,day,weekday,referee,attendance,possession_h,possession_a,shots_on_target_h,shots_on_target_a,shots_h,shots_a,touches_h,touches_a,passes_h,passes_a,tackles_h,tackles_a,clearances_h,clearances_a,corners_h,corners_a,offsides_h,offsides_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,fouls_conceded_h,fouls_conceded_a,formation_h,formation_a
2010/11,Aston Villa,Liverpool,1,0,Villa Park,https://www.premierleague.com/match/7457,37,2011-05-22,5,22,7,Lee Probert,42785.0,48.5,51.5,3,3,9,12,631,659,434,465,23,21,21,11,4,5,2,5,2,2,0,0,14,11,,
2010/11,Bolton,Man City,0,2,Macron Stadium,https://www.premierleague.com/match/7458,37,2011-05-22,5,22,7,Chris Foy,26285.0,40.5,59.5,2,7,15,17,520,709,309,472,22,23,22,51,6,4,0,1,1,1,1,0,13,11,,
2010/11,Everton,Chelsea,1,0,Goodison Park,https://www.premierleague.com/match/7459,37,2011-05-22,5,22,7,Peter Walton,38712.0,36.1,63.9,2,5,12,19,465,714,278,537,13,17,32,22,6,5,2,5,2,2,1,0,12,16,,
2010/11,Fulham,Arsenal,2,2,Craven Cottage,https://www.premierleague.com/match/7460,37,2011-05-22,5,22,7,Martin Atkinson,25674.0,32.2,67.8,3,5,9,13,460,802,272,604,22,14,27,30,5,3,4,2,2,1,1,0,14,7,,
2010/11,Man Utd,Blackpool,4,2,Old Trafford,https://www.premierleague.com/match/7461,37,2011-05-22,5,22,7,Mike Dean,75400.0,58.5,41.5,7,4,20,15,745,585,561,386,15,19,20,25,8,8,3,1,2,1,0,0,9,6,,
2010/11,Newcastle,West Brom,3,3,Sports Direct Arena,https://www.premierleague.com/match/7462,37,2011-05-22,5,22,7,Mark Halsey,51678.0,54.6,45.4,8,6,17,16,593,528,402,343,29,11,13,21,7,6,0,0,3,5,0,0,3,9,,
2010/11,Stoke,Wigan,0,1,Britannia Stadium,https://www.premierleague.com/match/7463,37,2011-05-22,5,22,7,Andre Marriner,27566.0,50.8,49.2,6,4,14,14,592,591,358,360,31,29,20,40,5,3,2,3,1,4,0,0,10,10,,
2010/11,Spurs,Birmingham,2,1,White Hart Lane,https://www.premierleague.com/match/7464,37,2011-05-22,5,22,7,Mark Clattenburg,36119.0,67.8,32.2,7,2,24,7,853,487,622,285,17,35,37,19,7,5,2,1,0,4,0,0,8,16,,
2010/11,West Ham,Sunderland,0,3,Boleyn Ground,https://www.premierleague.com/match/7465,37,2011-05-22,5,22,7,Anthony Taylor,32792.0,51.2,48.8,9,12,19,20,657,663,431,424,21,31,17,30,4,6,4,0,0,2,0,0,9,8,,
2010/11,Wolves,Blackburn,2,3,Molineux Stadium,https://www.premierleague.com/match/7466,37,2011-05-22,5,22,7,Howard Webb,29009.0,58.3,41.7,4,9,16,16,572,487,360,266,10,9,26,64,8,3,2,2,3,1,0,0,13,10,,
2010/11,Man City,Stoke,3,0,Etihad Stadium,https://www.premierleague.com/match/7456,36,2011-05-17,5,17,2,Lee Probert,45103.0,56.3,43.7,5,1,19,6,722,589,544,403,14,22,32,18,3,3,0,4,0,3,0,0,7,9,,
2010/11,Chelsea,Newcastle,2,2,Stamford Bridge,https://www.premierleague.com/match/7453,36,2011-05-15,5,15,7,Lee Mason,41739.0,64.2,35.8,2,4,16,16,685,452,484,264,20,23,20,31,7,4,2,3,4,3,0,0,18,13,,
2010/11,Arsenal,Aston Villa,1,2,Emirates Stadium,https://www.premierleague.com/match/7451,36,2011-05-15,5,15,7,Michael Oliver,60023.0,67.7,32.3,6,5,24,8,834,512,601,290,16,23,13,42,13,2,5,3,1,4,0,0,9,10,,
2010/11,Birmingham,Fulham,0,2,St Andrews,https://www.premierleague.com/match/7452,36,2011-05-15,5,15,7,Peter Walton,27759.0,57.2,42.8,1,9,11,21,661,555,445,339,7,17,30,63,5,4,5,0,0,5,0,0,7,16,,
2010/11,Liverpool,Spurs,0,2,Anfield,https://www.premierleague.com/match/7454,36,2011-05-15,5,15,7,Howard Webb,44893.0,53.5,46.5,3,3,15,10,670,633,450,403,19,19,16,61,11,5,2,0,2,1,0,0,13,8,,
2010/11,Wigan,West Ham,3,2,DW Stadium,https://www.premierleague.com/match/7455,36,2011-05-15,5,15,7,Mike Dean,22043.0,58.7,41.3,12,9,29,19,679,534,443,296,17,23,18,35,9,5,0,2,1,2,0,0,7,10,,
2010/11,Blackburn,Man Utd,1,1,Ewood Park,https://www.premierleague.com/match/7447,36,2011-05-14,5,14,6,Phil Dowd,29867.0,24.5,75.5,2,2,6,12,398,891,225,719,15,18,31,22,2,6,0,1,3,0,0,0,11,11,,
2010/11,Blackpool,Bolton,4,3,Bloomfield Road,https://www.premierleague.com/match/7448,36,2011-05-14,5,14,6,Andre Marriner,15979.0,50.9,49.1,5,6,11,19,565,548,347,341,20,20,50,27,4,6,7,3,2,4,0,0,16,13,,
2010/11,Sunderland,Wolves,1,3,Stadium of Light,https://www.premierleague.com/match/7449,36,2011-05-14,5,14,6,Mike Jones,41273.0,59.6,40.4,4,4,14,13,710,530,494,318,17,23,24,42,5,5,0,0,1,4,0,0,8,22,,
2010/11,West Brom,Everton,1,0,The Hawthorns,https://www.premierleague.com/match/7450,36,2011-05-14,5,14,6,Anthony Taylor,25838.0,47.5,52.5,4,2,15,22,564,586,362,388,18,16,38,20,3,12,4,2,2,2,0,1,15,9,,
2010/11,Fulham,Liverpool,2,5,Craven Cottage,https://www.premierleague.com/match/7445,35,2011-05-10,5,10,2,Lee Mason,25693.0,49.1,50.9,4,9,11,17,687,684,452,475,17,25,47,31,6,5,1,1,5,2,0,0,17,12,,
2010/11,Man City,Spurs,1,0,Etihad Stadium,https://www.premierleague.com/match/7446,35,2011-05-10,5,10,2,Mike Dean,47029.0,38.1,61.9,3,2,9,16,584,810,362,588,26,25,53,33,2,8,3,1,1,1,0,0,7,9,,
2010/11,Wolves,West Brom,3,1,Molineux Stadium,https://www.premierleague.com/match/7444,35,2011-05-08,5,8,7,Mike Dean,28510.0,45.4,54.6,7,4,14,15,551,644,327,419,30,15,26,22,8,4,5,2,3,1,0,0,10,8,,
2010/11,Stoke,Arsenal,3,1,Britannia Stadium,https://www.premierleague.com/match/7443,35,2011-05-08,5,8,7,Mark Halsey,27478.0,26.6,73.4,5,3,12,18,388,773,193,570,23,19,31,23,2,5,2,1,1,2,0,0,7,11,,
2010/11,Man Utd,Chelsea,2,1,Old Trafford,https://www.premierleague.com/match/7442,35,2011-05-08,5,8,7,Howard Webb,75445.0,47.4,52.6,5,7,13,20,573,613,367,406,32,19,26,21,7,2,3,3,2,4,0,0,13,16,,
2010/11,Aston Villa,Wigan,1,1,Villa Park,https://www.premierleague.com/match/7436,35,2011-05-07,5,7,6,Mike Jones,36293.0,48.3,51.7,5,2,11,8,560,607,371,403,32,20,17,20,2,5,0,0,2,0,0,0,6,12,,
2010/11,Bolton,Sunderland,1,2,Macron Stadium,https://www.premierleague.com/match/7437,35,2011-05-07,5,7,6,Kevin Friend,22597.0,52.4,47.6,5,4,20,10,562,532,335,313,30,11,38,43,5,5,1,1,1,0,0,0,15,12,,
2010/11,Everton,Man City,2,1,Goodison Park,https://www.premierleague.com/match/7438,35,2011-05-07,5,7,6,Phil Dowd,37351.0,48.6,51.4,4,3,11,12,553,599,346,380,19,16,31,40,11,6,1,1,4,2,0,0,16,16,,
2010/11,Newcastle,Birmingham,2,1,Sports Direct Arena,https://www.premierleague.com/match/7439,35,2011-05-07,5,7,6,Chris Foy,47409.0,62.6,37.4,10,1,21,6,657,439,470,279,10,8,29,31,8,2,4,4,1,4,0,1,11,13,,
2010/11,West Ham,Blackburn,1,1,Boleyn Ground,https://www.premierleague.com/match/7441,35,2011-05-07,5,7,6,Peter Walton,33789.0,62.1,37.9,5,3,27,10,596,435,350,215,15,23,43,57,7,3,6,2,3,0,0,0,9,17,,
2010/11,Spurs,Blackpool,1,1,White Hart Lane,https://www.premierleague.com/match/7440,35,2011-05-07,5,7,6,Lee Probert,35585.0,58.6,41.4,6,6,24,16,740,575,457,331,18,32,46,47,7,6,1,1,3,2,0,0,8,13,,
2010/11,Birmingham,Wolves,1,1,St Andrews,https://www.premierleague.com/match/7433,34,2011-05-01,5,1,7,Kevin Friend,26072.0,42.9,57.1,1,2,8,11,459,545,287,360,15,11,31,20,0,2,1,3,2,3,1,0,12,17,,
2010/11,Liverpool,Newcastle,3,0,Anfield,https://www.premierleague.com/match/7434,34,2011-05-01,5,1,7,Peter Walton,44923.0,46.3,53.7,5,1,14,11,554,620,367,406,26,7,20,14,3,12,4,0,1,2,0,0,16,10,,
2010/11,Arsenal,Man Utd,1,0,Emirates Stadium,https://www.premierleague.com/match/7432,34,2011-05-01,5,1,7,Chris Foy,60107.0,54.9,45.1,2,4,10,12,685,580,462,376,22,25,28,23,3,6,2,4,2,3,0,0,16,8,,
2010/11,Man City,West Ham,2,1,Etihad Stadium,https://www.premierleague.com/match/7435,34,2011-05-01,5,1,7,Howard Webb,44511.0,59.8,40.2,9,3,21,9,757,550,555,372,19,17,21,24,9,5,5,2,3,1,0,0,13,8,,
2010/11,Blackburn,Bolton,1,0,Ewood Park,https://www.premierleague.com/match/7426,34,2011-04-30,4,30,6,Mike Dean,28985.0,42.1,57.9,6,0,21,13,485,572,240,335,16,18,58,45,3,10,7,3,2,1,0,0,7,10,,
2010/11,Blackpool,Stoke,0,0,Bloomfield Road,https://www.premierleague.com/match/7427,34,2011-04-30,4,30,6,Mark Clattenburg,16003.0,56.4,43.6,3,1,14,9,607,499,348,250,19,19,62,49,4,8,0,0,0,1,0,0,12,12,,
2010/11,Sunderland,Fulham,0,3,Stadium of Light,https://www.premierleague.com/match/7429,34,2011-04-30,4,30,6,Martin Atkinson,39576.0,50.3,49.7,4,3,16,10,689,682,463,464,20,15,21,46,5,4,4,5,1,0,0,0,7,14,,
2010/11,West Brom,Aston Villa,2,1,The Hawthorns,https://www.premierleague.com/match/7430,34,2011-04-30,4,30,6,Phil Dowd,25889.0,41.0,59.0,4,3,11,12,480,612,301,431,16,24,25,8,3,6,2,4,2,1,1,0,13,10,,
2010/11,Chelsea,Spurs,2,1,Stamford Bridge,https://www.premierleague.com/match/7428,34,2011-04-30,4,30,6,Andre Marriner,41681.0,52.4,47.6,10,1,20,13,684,672,473,430,35,31,9,23,6,5,0,0,3,1,0,0,12,14,,
2010/11,Wigan,Everton,1,1,DW Stadium,https://www.premierleague.com/match/7431,34,2011-04-30,4,30,6,Lee Mason,17051.0,50.3,49.7,8,6,15,8,576,560,387,360,19,16,34,20,3,8,1,1,2,2,0,0,14,15,,
2010/11,Fulham,Bolton,3,0,Craven Cottage,https://www.premierleague.com/match/7425,33,2011-04-28,4,28,4,Anthony Taylor,23222.0,51.9,48.1,6,4,19,14,635,607,401,378,13,28,27,36,10,7,2,0,1,1,0,0,14,10,,
2010/11,Blackburn,Man City,0,1,Ewood Park,https://www.premierleague.com/match/7423,33,2011-04-26,4,26,2,Andre Marriner,23529.0,32.8,67.2,3,5,14,12,440,710,245,506,15,19,33,32,4,6,0,0,2,3,0,0,15,16,,
2010/11,Stoke,Wolves,3,0,Britannia Stadium,https://www.premierleague.com/match/7424,33,2011-04-26,4,26,2,Lee Mason,27030.0,35.6,64.4,7,1,15,7,443,712,265,511,21,11,32,37,7,11,0,2,3,2,0,0,14,13,,
2010/11,Bolton,Arsenal,2,1,Macron Stadium,https://www.premierleague.com/match/7422,33,2011-04-24,4,24,7,Mike Jones,26881.0,32.9,67.1,7,6,12,19,489,782,259,530,26,14,48,30,3,9,2,0,4,3,0,0,14,14,,
2010/11,Man Utd,Everton,1,0,Old Trafford,https://www.premierleague.com/match/7418,33,2011-04-23,4,23,6,Peter Walton,75300.0,59.1,40.9,6,3,21,5,729,575,526,368,15,14,19,56,13,1,2,0,1,2,0,0,10,9,,
2010/11,Aston Villa,Stoke,1,1,Villa Park,https://www.premierleague.com/match/7414,33,2011-04-23,4,23,6,Chris Foy,35235.0,58.8,41.2,2,3,9,8,589,459,395,279,22,15,28,25,6,8,1,4,0,3,0,0,9,11,,
2010/11,Blackpool,Newcastle,1,1,Bloomfield Road,https://www.premierleague.com/match/7415,33,2011-04-23,4,23,6,Martin Atkinson,16003.0,57.1,42.9,2,2,17,11,665,542,430,328,18,24,43,33,4,4,3,1,1,1,0,0,17,8,,
2010/11,Liverpool,Birmingham,5,0,Anfield,https://www.premierleague.com/match/7417,33,2011-04-23,4,23,6,Howard Webb,44734.0,53.5,46.5,11,5,20,13,677,594,475,411,21,14,24,12,5,2,1,2,1,0,0,0,7,12,,
2010/11,Sunderland,Wigan,4,2,Stadium of Light,https://www.premierleague.com/match/7419,33,2011-04-23,4,23,6,Lee Probert,39650.0,44.1,55.9,6,5,15,9,528,599,294,394,22,34,19,32,7,3,1,0,1,2,0,0,12,10,,
2010/11,Spurs,West Brom,2,2,White Hart Lane,https://www.premierleague.com/match/7420,33,2011-04-23,4,23,6,Stuart Attwell,36160.0,60.1,39.9,3,3,24,11,760,559,531,367,21,17,21,32,11,1,0,3,1,1,0,0,8,13,,
2010/11,Wolves,Fulham,1,1,Molineux Stadium,https://www.premierleague.com/match/7421,33,2011-04-23,4,23,6,Michael Oliver,28825.0,42.4,57.6,4,5,11,19,516,646,318,433,14,17,28,43,3,5,3,3,2,2,0,0,17,20,,
2010/11,Chelsea,West Ham,3,0,Stamford Bridge,https://www.premierleague.com/match/7416,33,2011-04-23,4,23,6,Phil Dowd,41656.0,67.5,32.5,10,6,20,18,786,483,594,266,19,18,19,31,5,7,4,1,1,2,0,0,7,13,,
2010/11,Chelsea,Birmingham,3,1,Stamford Bridge,https://www.premierleague.com/match/7412,32,2011-04-20,4,20,3,Mike Jones,40848.0,57.1,42.9,6,2,20,8,717,589,548,412,14,19,10,29,7,4,2,1,0,1,0,0,9,12,,
2010/11,Spurs,Arsenal,3,3,White Hart Lane,https://www.premierleague.com/match/7413,32,2011-04-20,4,20,3,Martin Atkinson,36138.0,45.1,54.9,9,7,17,15,600,695,356,445,31,21,42,38,7,6,2,1,0,3,0,0,8,15,,
2010/11,Newcastle,Man Utd,0,0,Sports Direct Arena,https://www.premierleague.com/match/7411,32,2011-04-19,4,19,2,Lee Probert,49025.0,40.6,59.4,3,5,12,19,510,669,305,470,13,21,25,31,6,7,0,2,2,2,0,0,10,11,,
2010/11,Arsenal,Liverpool,1,1,Emirates Stadium,https://www.premierleague.com/match/7410,31,2011-04-17,4,17,7,Andre Marriner,60029.0,61.7,38.3,5,5,16,10,758,522,528,333,15,22,23,32,9,3,1,2,2,4,0,0,12,12,,
2010/11,Birmingham,Sunderland,2,0,St Andrews,https://www.premierleague.com/match/7405,31,2011-04-16,4,16,6,Phil Dowd,28108.0,44.8,55.2,3,4,10,23,534,601,323,387,22,13,39,21,4,9,0,0,4,1,0,0,7,10,,
2010/11,Blackpool,Wigan,1,3,Bloomfield Road,https://www.premierleague.com/match/7406,31,2011-04-16,4,16,6,Peter Walton,16030.0,49.3,50.7,6,4,13,9,642,662,416,443,26,30,27,32,4,3,2,2,2,2,0,0,14,12,,
2010/11,Everton,Blackburn,2,0,Goodison Park,https://www.premierleague.com/match/7407,31,2011-04-16,4,16,6,Kevin Friend,35857.0,54.2,45.8,5,1,18,7,581,530,359,309,22,19,34,39,10,1,1,1,1,3,0,0,10,20,,
2010/11,West Brom,Chelsea,1,3,The Hawthorns,https://www.premierleague.com/match/7408,31,2011-04-16,4,16,6,Lee Probert,25163.0,40.4,59.6,2,8,14,21,589,780,390,582,13,23,27,9,3,5,0,9,1,0,0,0,8,9,,
2010/11,West Ham,Aston Villa,1,2,Boleyn Ground,https://www.premierleague.com/match/7409,31,2011-04-16,4,16,6,Mark Halsey,,47.1,52.9,5,8,17,24,574,625,369,414,13,17,32,27,5,11,0,0,5,3,0,0,8,4,,
2010/11,Liverpool,Man City,3,0,Anfield,https://www.premierleague.com/match/7404,30,2011-04-12,4,12,2,Mark Halsey,44776.0,53.1,46.9,5,2,21,12,750,687,527,465,31,27,16,17,6,2,5,0,1,0,0,0,6,3,,
2010/11,Blackpool,Arsenal,1,3,Bloomfield Road,https://www.premierleague.com/match/7403,30,2011-04-10,4,10,7,Lee Mason,16030.0,41.1,58.9,3,6,15,17,519,723,302,456,28,21,43,39,6,4,4,5,2,2,0,0,15,9,,
2010/11,Aston Villa,Newcastle,1,0,Villa Park,https://www.premierleague.com/match/7402,30,2011-04-10,4,10,7,Stuart Attwell,37090.0,49.7,50.3,3,3,16,7,602,591,379,388,25,16,19,30,9,2,4,3,2,2,0,0,9,10,,
2010/11,Wolves,Everton,0,3,Molineux Stadium,https://www.premierleague.com/match/7401,30,2011-04-09,4,9,6,Phil Dowd,28352.0,64.4,35.6,2,5,15,10,615,445,407,216,15,16,24,64,13,6,4,3,0,1,0,0,15,14,,
2010/11,Blackburn,Birmingham,1,1,Ewood Park,https://www.premierleague.com/match/7395,30,2011-04-09,4,9,6,Chris Foy,28426.0,47.1,52.9,1,2,15,6,478,528,291,336,15,15,22,35,8,2,0,1,2,3,0,0,11,12,,
2010/11,Bolton,West Ham,3,0,Macron Stadium,https://www.premierleague.com/match/7396,30,2011-04-09,4,9,6,Lee Probert,25857.0,41.7,58.3,7,6,25,14,505,596,279,395,18,16,35,29,4,10,1,2,1,0,0,0,6,11,,
2010/11,Chelsea,Wigan,1,0,Stamford Bridge,https://www.premierleague.com/match/7397,30,2011-04-09,4,9,6,Howard Webb,40734.0,52.5,47.5,10,3,20,14,662,629,432,400,30,23,12,32,10,5,0,2,1,2,0,0,12,14,,
2010/11,Man Utd,Fulham,2,0,Old Trafford,https://www.premierleague.com/match/7398,30,2011-04-09,4,9,6,Mike Jones,75339.0,47.8,52.2,8,2,19,12,670,706,472,519,12,20,20,28,7,3,0,0,3,0,0,0,12,8,,
2010/11,Sunderland,West Brom,2,3,Stadium of Light,https://www.premierleague.com/match/7399,30,2011-04-09,4,9,6,Peter Walton,41586.0,50.3,49.7,1,8,10,12,564,578,335,343,21,24,17,56,5,2,1,3,3,1,0,0,10,11,,
2010/11,Spurs,Stoke,3,2,White Hart Lane,https://www.premierleague.com/match/7400,30,2011-04-09,4,9,6,Kevin Friend,32702.0,61.0,39.0,5,6,16,10,665,473,455,284,19,13,44,35,10,5,0,0,1,3,0,0,13,17,,
2010/11,Fulham,Blackpool,3,0,Craven Cottage,https://www.premierleague.com/match/7393,29,2011-04-03,4,3,7,Stuart Attwell,25692.0,34.6,65.4,6,3,19,14,517,778,295,577,24,23,42,34,4,7,4,3,2,1,0,0,15,6,,
2010/11,Man City,Sunderland,5,0,Etihad Stadium,https://www.premierleague.com/match/7394,29,2011-04-03,4,3,7,Howard Webb,44197.0,50.1,49.9,9,3,16,8,614,609,412,398,19,23,26,18,6,5,3,1,2,3,0,0,9,22,,
2010/11,Birmingham,Bolton,2,1,St Andrews,https://www.premierleague.com/match/7386,29,2011-04-02,4,2,6,Michael Oliver,26142.0,52.3,47.7,5,9,12,20,592,564,380,334,9,21,44,45,8,8,3,2,0,2,0,0,13,16,,
2010/11,Everton,Aston Villa,2,2,Goodison Park,https://www.premierleague.com/match/7387,29,2011-04-02,4,2,6,Mike Jones,37619.0,46.7,53.3,5,2,14,10,500,539,305,340,18,17,31,31,5,7,2,7,3,2,0,0,13,17,,
2010/11,Newcastle,Wolves,4,1,Sports Direct Arena,https://www.premierleague.com/match/7388,29,2011-04-02,4,2,6,Mike Dean,49939.0,42.6,57.4,8,3,18,16,476,570,273,374,14,19,29,30,5,3,3,3,5,3,0,0,18,10,,
2010/11,Stoke,Chelsea,1,1,Britannia Stadium,https://www.premierleague.com/match/7389,29,2011-04-02,4,2,6,Peter Walton,27508.0,35.7,64.3,5,5,15,28,500,716,259,469,20,17,61,27,5,12,0,1,1,2,0,0,10,11,,
2010/11,West Brom,Liverpool,2,1,The Hawthorns,https://www.premierleague.com/match/7390,29,2011-04-02,4,2,6,Martin Atkinson,26196.0,50.7,49.3,10,8,20,13,605,588,400,381,19,26,21,29,0,5,1,3,2,3,0,0,10,14,,
2010/11,Arsenal,Blackburn,0,0,Emirates Stadium,https://www.premierleague.com/match/7385,29,2011-04-02,4,2,6,Phil Dowd,60087.0,67.5,32.5,5,2,22,7,755,474,531,255,12,21,29,44,11,4,2,4,1,2,0,1,11,11,,
2010/11,West Ham,Man Utd,2,4,Boleyn Ground,https://www.premierleague.com/match/7391,29,2011-04-02,4,2,6,Lee Mason,34546.0,34.0,66.0,3,8,10,23,506,771,274,541,21,15,54,39,0,16,2,1,1,2,0,0,12,10,,
2010/11,Wigan,Spurs,0,0,DW Stadium,https://www.premierleague.com/match/7392,29,2011-04-02,4,2,6,Andre Marriner,18578.0,45.7,54.3,3,4,17,11,572,639,357,436,17,22,15,31,8,2,2,0,1,1,0,0,12,13,,
2010/11,Sunderland,Liverpool,0,2,Stadium of Light,https://www.premierleague.com/match/7384,28,2011-03-20,3,20,7,Kevin Friend,47207.0,52.2,47.8,1,7,6,13,654,621,430,396,27,32,18,34,3,5,1,2,3,3,1,0,12,9,,
2010/11,Chelsea,Man City,2,0,Stamford Bridge,https://www.premierleague.com/match/7383,28,2011-03-20,3,20,7,Chris Foy,41741.0,58.7,41.3,4,1,20,5,727,557,494,340,27,24,21,33,5,1,3,0,2,4,0,0,15,14,,
2010/11,Spurs,West Ham,0,0,White Hart Lane,https://www.premierleague.com/match/7380,28,2011-03-19,3,19,6,Mike Dean,36010.0,59.3,40.7,9,5,31,10,739,579,501,347,28,27,22,41,6,2,1,0,0,4,0,0,6,14,,
2010/11,Aston Villa,Wolves,0,1,Villa Park,https://www.premierleague.com/match/7375,28,2011-03-19,3,19,6,Phil Dowd,38965.0,58.5,41.5,2,3,11,8,656,527,474,339,14,18,20,44,8,3,4,9,1,3,0,0,17,19,,
2010/11,Blackburn,Blackpool,2,2,Ewood Park,https://www.premierleague.com/match/7376,28,2011-03-19,3,19,6,Howard Webb,27209.0,52.5,47.5,5,6,26,9,541,529,340,317,18,18,17,58,8,3,1,3,1,1,0,0,17,12,,
2010/11,Man Utd,Bolton,1,0,Old Trafford,https://www.premierleague.com/match/7378,28,2011-03-19,3,19,6,Andre Marriner,75486.0,57.5,42.5,6,2,16,13,689,576,455,331,17,35,28,46,12,5,4,0,1,0,0,0,9,11,,
2010/11,Stoke,Newcastle,4,0,Britannia Stadium,https://www.premierleague.com/match/7379,28,2011-03-19,3,19,6,Lee Mason,27505.0,39.6,60.4,6,4,8,15,433,568,233,362,20,20,39,31,3,7,5,2,1,1,0,0,19,11,,
