season,home_team,away_team,goals_h,goals_a,stadium,link,match_week,match_date,month,day,weekday,referee,attendance,possession_h,possession_a,shots_on_target_h,shots_on_target_a,shots_h,shots_a,touches_h,touches_a,passes_h,passes_a,tackles_h,tackles_a,clearances_h,clearances_a,corners_h,corners_a,offsides_h,offsides_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,fouls_conceded_h,fouls_conceded_a,formation_h,formation_a
2012/13,Chelsea,Everton,2,1,Stamford Bridge,https://www.premierleague.com/match/8234,39,2013-05-19,5,19,7,Anthony Taylor,41794,43.5,56.5,6,7,23,20,601,734,387,524,23,22,17,29,7,4,1,1,2,1,0,0,8,9,4-2-3-1,4-4-1-1
2012/13,Liverpool,QPR,1,0,Anfield,https://www.premierleague.com/match/8235,39,2013-05-19,5,19,7,Martin Atkinson,44792,66.4,33.6,8,0,28,11,826,532,607,311,14,24,10,42,14,0,2,1,1,3,0,0,7,4,4-2-3-1,4-4-2
2012/13,Man City,Norwich,2,3,Etihad Stadium,https://www.premierleague.com/match/8236,39,2013-05-19,5,19,7,Mark Halsey,47054,60.3,39.7,3,7,14,17,667,505,497,317,17,14,25,24,7,7,2,2,1,0,0,0,11,9,,
2012/13,Newcastle,Arsenal,0,1,St James' Park,https://www.premierleague.com/match/8237,39,2013-05-19,5,19,7,Howard Webb,52354,50.7,49.3,1,2,7,10,656,645,467,458,20,32,24,18,4,4,2,2,1,2,0,0,18,10,,
2012/13,Southampton,Stoke,1,1,The Friends Provident St Mary's Stadium,https://www.premierleague.com/match/8238,39,2013-05-19,5,19,7,Lee Probert,31539,63.0,37.0,7,3,12,8,710,482,522,296,20,17,31,35,3,4,3,2,0,2,0,0,10,7,,
2012/13,Swansea,Fulham,0,3,Liberty Stadium,https://www.premierleague.com/match/8239,39,2013-05-19,5,19,7,Lee Mason,20365,64.4,35.6,10,5,27,9,859,573,654,367,20,18,5,44,8,0,5,1,2,1,0,0,12,10,,
2012/13,Spurs,Sunderland,1,0,White Hart Lane,https://www.premierleague.com/match/8240,39,2013-05-19,5,19,7,Andre Marriner,36063,68.2,31.8,14,3,35,8,728,448,467,222,18,24,37,43,14,1,4,2,1,2,0,1,7,14,4-2-3-1,4-4-1-1
2012/13,West Brom,Man Utd,5,5,The Hawthorns,https://www.premierleague.com/match/8241,39,2013-05-19,5,19,7,Michael Oliver,26438,35.4,64.6,6,6,19,15,477,779,321,601,19,15,15,20,3,5,4,2,0,1,0,0,12,8,4-2-3-1,4-2-3-1
2012/13,West Ham,Reading,4,2,Boleyn Ground,https://www.premierleague.com/match/8242,39,2013-05-19,5,19,7,Mike Dean,34973,48.4,51.6,10,6,21,17,565,551,352,369,17,15,32,26,6,4,5,0,2,1,0,0,13,10,,
2012/13,Wigan,Aston Villa,2,2,DW Stadium,https://www.premierleague.com/match/8243,39,2013-05-19,5,19,7,Neil Swarbrick,23001,54.0,46.0,4,3,17,8,683,625,512,432,25,15,22,13,4,2,2,4,2,1,0,0,11,13,,
2012/13,Reading,Man City,0,2,Madejski Stadium,https://www.premierleague.com/match/8233,38,2013-05-15,5,15,3,Martin Atkinson,22859,38.7,61.3,7,11,12,30,540,780,361,597,12,12,26,21,4,10,1,2,0,1,0,0,7,8,,
2012/13,Arsenal,Wigan,4,1,Emirates Stadium,https://www.premierleague.com/match/8232,38,2013-05-14,5,14,2,Mike Dean,60068,47.5,52.5,10,2,21,11,646,724,452,513,24,13,14,18,7,4,2,5,0,2,0,0,12,11,,
2012/13,Stoke,Spurs,1,2,bet365 Stadium,https://www.premierleague.com/match/8230,38,2013-05-12,5,12,7,Kevin Friend,27531,32.7,67.3,1,7,6,25,431,746,231,516,25,11,31,53,2,11,0,4,3,1,1,0,12,6,,
2012/13,Everton,West Ham,2,0,Goodison Park,https://www.premierleague.com/match/8225,38,2013-05-12,5,12,7,Phil Dowd,39475,64.7,35.3,7,2,28,7,702,430,493,264,11,18,24,31,7,1,3,0,1,2,0,0,7,12,,
2012/13,Fulham,Liverpool,1,3,Craven Cottage,https://www.premierleague.com/match/8226,38,2013-05-12,5,12,7,Mark Halsey,25640,48.4,51.6,5,7,10,20,703,735,513,544,14,23,26,24,7,8,3,2,0,1,0,0,1,11,,
2012/13,Norwich,West Brom,4,0,Carrow Road,https://www.premierleague.com/match/8228,38,2013-05-12,5,12,7,Howard Webb,26837,48.1,51.9,7,4,12,8,588,628,409,451,16,17,13,36,8,2,2,2,2,1,0,0,11,7,,
2012/13,QPR,Newcastle,1,2,Loftus Road,https://www.premierleague.com/match/8229,38,2013-05-12,5,12,7,Lee Probert,17278,56.2,43.8,2,4,10,11,648,556,445,360,22,24,18,27,2,2,7,4,1,2,0,1,9,10,4-4-2,4-2-3-1
2012/13,Sunderland,Southampton,1,1,Stadium of Light,https://www.premierleague.com/match/8231,38,2013-05-12,5,12,7,Mike Dean,41988,36.0,64.0,2,8,6,17,500,759,274,510,24,14,47,32,3,10,1,1,0,2,0,0,9,10,,
2012/13,Man Utd,Swansea,2,1,Old Trafford,https://www.premierleague.com/match/8227,38,2013-05-12,5,12,7,Jonathan Moss,75572,52.1,47.9,6,2,15,9,694,667,557,507,11,7,20,29,7,5,0,0,2,0,0,0,5,7,,
2012/13,Aston Villa,Chelsea,1,2,Villa Park,https://www.premierleague.com/match/8224,38,2013-05-11,5,11,6,Lee Mason,42084,43.2,56.8,2,7,15,15,600,691,371,500,19,12,32,30,6,7,4,2,1,2,1,1,13,8,,
2012/13,Chelsea,Spurs,2,2,Stamford Bridge,https://www.premierleague.com/match/8223,37,2013-05-08,5,8,3,Mike Dean,41581,44.1,55.9,5,5,15,14,545,675,335,437,29,21,22,44,6,5,3,3,1,2,0,0,6,17,,
2012/13,Sunderland,Stoke,1,1,Stadium of Light,https://www.premierleague.com/match/8220,37,2013-05-07,5,7,2,Lee Mason,38130,47.6,52.4,3,3,15,12,532,551,331,367,17,17,23,23,5,6,0,3,2,2,1,0,8,11,,
2012/13,Man City,West Brom,1,0,Etihad Stadium,https://www.premierleague.com/match/8221,37,2013-05-07,5,7,2,Phil Dowd,46158,53.6,46.4,7,7,24,20,658,585,438,378,15,12,39,26,6,8,0,1,2,1,0,0,10,10,,
2012/13,Wigan,Swansea,2,3,DW Stadium,https://www.premierleague.com/match/8222,37,2013-05-07,5,7,2,Kevin Friend,18550,53.3,46.7,8,4,16,12,689,626,488,427,19,24,13,28,4,4,1,1,2,2,0,0,15,13,4-3-3,4-2-3-1
2012/13,Liverpool,Everton,0,0,Anfield,https://www.premierleague.com/match/8218,37,2013-05-05,5,5,7,Michael Oliver,44991,54.8,45.2,3,2,15,11,682,596,451,366,23,33,19,31,3,5,3,1,1,2,0,0,10,11,4-2-3-1,4-4-1-1
2012/13,Man Utd,Chelsea,0,1,Old Trafford,https://www.premierleague.com/match/8219,37,2013-05-05,5,5,7,Howard Webb,75500,48.7,51.3,2,3,10,17,575,579,393,414,15,16,32,18,2,7,5,2,2,1,1,0,14,10,,
2012/13,Fulham,Reading,2,4,Craven Cottage,https://www.premierleague.com/match/8211,37,2013-05-04,5,4,6,Neil Swarbrick,24087,49.0,51.0,10,10,22,21,620,646,409,437,18,13,25,27,3,3,2,3,2,1,0,0,16,10,,
2012/13,Norwich,Aston Villa,1,2,Carrow Road,https://www.premierleague.com/match/8212,37,2013-05-04,5,4,6,Kevin Friend,26842,53.7,46.3,2,4,9,13,571,531,386,342,11,15,20,49,6,5,2,1,2,3,0,0,16,13,,
2012/13,Swansea,Man City,0,0,Liberty Stadium,https://www.premierleague.com/match/8214,37,2013-05-04,5,4,6,Mike Jones,20242,38.1,61.9,1,3,7,12,555,792,388,640,17,8,22,17,4,4,0,0,2,2,0,0,9,10,,
2012/13,Spurs,Southampton,1,0,White Hart Lane,https://www.premierleague.com/match/8215,37,2013-05-04,5,4,6,Mark Clattenburg,36190,49.5,50.5,1,3,6,8,630,616,393,407,18,21,43,30,5,5,5,2,1,1,0,0,10,10,,
2012/13,West Brom,Wigan,2,3,The Hawthorns,https://www.premierleague.com/match/8216,37,2013-05-04,5,4,6,Lee Probert,25756,47.9,52.1,8,5,18,14,567,642,393,426,20,16,21,29,7,5,0,1,4,3,0,0,9,9,,
2012/13,West Ham,Newcastle,0,0,Boleyn Ground,https://www.premierleague.com/match/8217,37,2013-05-04,5,4,6,Phil Dowd,34962,45.8,54.2,3,3,10,12,452,529,272,342,16,16,31,47,7,3,6,4,1,1,0,0,13,13,,
2012/13,QPR,Arsenal,0,1,Loftus Road,https://www.premierleague.com/match/8213,37,2013-05-04,5,4,6,Jonathan Moss,18178,41.2,58.8,4,7,13,12,608,811,399,582,23,22,31,25,3,7,5,5,2,1,0,0,8,9,4-4-2,4-2-3-1
2012/13,Aston Villa,Sunderland,6,1,Villa Park,https://www.premierleague.com/match/8210,36,2013-04-30,4,30,2,Lee Probert,37428,55.5,44.5,11,2,16,10,672,582,474,376,18,22,18,38,4,4,2,1,0,3,0,1,10,15,,
2012/13,Reading,QPR,0,0,Madejski Stadium,https://www.premierleague.com/match/8209,36,2013-04-28,4,28,7,Kevin Friend,23388,46.1,53.9,5,2,16,15,521,603,311,387,14,12,32,33,9,7,1,2,0,2,0,0,12,16,,
2012/13,Chelsea,Swansea,2,0,Stamford Bridge,https://www.premierleague.com/match/8208,36,2013-04-28,4,28,7,Mark Clattenburg,41780,51.8,48.2,8,3,24,13,730,708,536,497,16,15,16,39,6,3,3,1,1,3,0,0,9,11,,
2012/13,Arsenal,Man Utd,1,1,Emirates Stadium,https://www.premierleague.com/match/8207,36,2013-04-28,4,28,7,Phil Dowd,60112,51.8,48.2,6,4,19,12,678,662,499,464,18,15,19,43,7,2,1,1,3,5,0,0,11,12,,
2012/13,Everton,Fulham,1,0,Goodison Park,https://www.premierleague.com/match/8201,36,2013-04-27,4,27,6,Jonathan Moss,34563,53.9,46.1,4,0,21,6,625,562,420,364,23,14,21,34,7,2,4,4,1,3,0,0,12,17,,
2012/13,Southampton,West Brom,0,3,The Friends Provident St Mary's Stadium,https://www.premierleague.com/match/8204,36,2013-04-27,4,27,6,Robert Madley,31946,61.7,38.3,3,8,17,10,678,468,450,272,14,16,24,31,7,6,2,4,2,2,2,1,9,11,,
